numero_ej,nom_du_projet,nom_fournisseur,montant_engage,numero_ds,source
,ECO-FERME CONSERVATOIRE DES RACES ET PLANTS NORMANDS,,662815,13130150,Agence
,Projet d’étude et de conservation du DAMIER de la Succise sur le territoire des Monts de Madeleine et des Bois Noirs 2025-2027,,43618.87,19228322,Agence
,Restauration de la continuité écologique au niveau de l'ouvrage de Milin ar Stang sur les communes de Louannec et Saint Quay Perros,,36670,18504080,Agence
,Programme de restauration de la zone humide Marais poitevin – Grand site de France : périmètre du CTMA des marais mouillés de la Sèvre et du Mignon,,40000,19193828,Agence
,Programme de lutte contre les plantes envahissantes sur le réseau d’amenée d’eau de l’UNIMA - Année 2024,,17297,16558679,Agence
,"Restauration d'habitats de la zone humide de Courpain et ses alentours (prairie, zone de haut fond, roselière)",,37791,20654618,Agence
,Lutte coordonnée contre l'espèce exotique envahissante VESPA VELUTNIA NIGRITHORAX,,3019,16563133,Agence
,Conservation In situ des chauves souris : réduire les pressions sur les sites,,65192,17782866,Agence
,Etude de faisabilité pour l’élaboration d’un plan d’actions sur un marais rétro-littoral sur le territoire du SAGE Bas-Léon,,48617.6,18445280,Agence
,SAGE3 : Elaboration d’une stratégie départementale d’atténuation et de gestion des Espèces Exotiques Envahissantes sur les sites perturbés,,44766,20324266,Agence
,"Restauration et création d’habitats du Sonneur à ventre jaune (Bombina variegata) en lien avec les acteurs locaux, en Auvergne Rhône-Alpes",,8698.72,18196856,Agence
,Lutte contre le frelon asiatique,,21674,18857787,Agence
,Préserver et restaurer la biodiversité dans les Causses du Quercy,,299888,13109688,Agence
,ETUDE EVALUATION GLOBALE DU CONTRAT POUR LA LOIRE ET SES ANNEXES - Volet biotique - Année 2024,,33250,17612957,Agence
,Restauration de réseaux de mares à flores remarquables sur le plateau du Coiron,,18058,17367569,Agence
,"Pastoralisme gardienné sur des propriétés à enjeux, conventionnées avec Chérine, en Brenne",,42490.66,20357536,Agence
,Ne restez pas plantés là… Venez planter avec nous !,,7990,17568062,Agence
,Restauration de prairies humides méditerranéennes des marais de Port Saint Louis du Rhône,,18000,19417415,Agence
,Création d'un verger partagé communautaire sur la Zone de Bellevue à Châteaubernard,,39926,13234770,Agence
,Elaboration d'un projet de territoire pour l'avenir du polder de Lancieux,,56000,18279825,Agence
,"Mise en défens de la Grotte du Merlier pour la protection de Chiroptères sur la côte varoise (Ramatuelle, 83)",,11600,19070828,Agence
,Réhabilitation de mares pour favoriser l'accueil et la reconnexion des populations de Cistude d'Europe sur les secteurs à enjeux dans l'Allier,,99990,17379961,Agence
,"Contribution à la protection des habitats naturels tourbeux des marais de Raphèle (Arles), mise en œuvre d’actions de restauration et animation territoriale en lien avec la Stratégie Nationale pour les Aires Protégées (SNAP 2030)",,182697,19423846,Agence
,Expertise territoriale des continuités écologiques sur le département du Tarn-et-Garonne,,142276,13719178,Agence
,Lutte contre les espèces exotiques envahissantes,,30000,17887567,Agence
,Appui aux stratégies territoriales de préservation des zones humides dans les Hauts-de-France - Evaluation de l’altération des milieux humides probables,,66742,15413850,Agence
,Opérations contre Myriophyllum heterophyllum sur le territoire de la DT Nord Est - 2024,,327360,17804479,Agence
,Résilience des Milieux Ouverts Herbacés (MOH),,90386,13445913,Agence
,Restauration écologique et valorisation pédagogique d'un ancien bassin de lagunage,,33509,17963853,Agence
,"Suivi et évaluation d'indicateurs écologiques, modélisation de fonctionnalités écologiques",,25475.27,18512817,Agence
,Travaux de restauration de zones humides - CTMA Vienne Amont (2024),,56347.6,19606005,Agence
,Mise en place de clôture sur la propriété de Monplaisir,,15933.43,20458199,Agence
,Opération rade propre - enlèvement d'épaves et de débris et démantèlement d'une ferme aquacole,,386256,14493654,Agence
,Etude du déplacement du Hérisson d’Europe en ville,,47743,14581479,Agence
,Restauration du patrimoine naturel - Pierrepont,,10865,16553744,Agence
,"Restauration de la fonctionnalité écologique du ruisseau de la Poyat à ""Chez Noailly""",,37214,14127452,Agence
,Travaux de restauration d'habitats naturels en aires protégées,,370563.65,17222448,Agence
,Etudes préalables aux travaux de restauration écologique des Doulonnes forestières (39),,28065,18048464,Agence
,Travaux de Restauration de la Continuité Ecologique du ru de Berne au droit des ponceaux du Marais aux Anes à Vieux Moulin (60),,57324,19297373,Agence
,Contrat territorial Cher Montluçonnais,,8544.05,18361570,Agence
,AMENAGEMENT DE LA TERRASSE DU YUNNAN,,8016,18765609,Agence
,Plantation de haies sur le bassin de la Briance,,5475,14306808,Agence
,Transition des élevages herbagés de la montagne ardéchoise - TEHMA,,350000,18163382,Agence
,Restauration des blockhaus en faveur des chauves-souris,,151793,18461395,Agence
,"Acquisition des parcelles E 873 à 881 à Marchiennes, site départemental du Marais du Vivier - étang des Nonettes",,41118,19351996,Agence
,Remise en fond de vallée du cours d’eau de la Lande (dit des loges) - Commune de Neuvillette en Charnie,,26000,19203799,Agence
,Restauration de réseaux de mares bocagères,,70200,16649532,Agence
,Acquisition foncière de 36.64 hectares de zones humides et parcelles en tête de bassin versant en Creuse (2024),,40609.51,19606879,Agence
,Travaux de restauration de la dynamique fluviale de l'Allier et ingénierie préalable,,203552.12,18046624,Agence
,Semez des fleurs sauvages locales 2024-2025,,15172.92,17111407,Agence
,Esquisses et projet pour la restauration du ruisseau des buffomonts et l'effacement de deux plans d'eau (Baugé-en-Anjou),,10000,19336780,Agence
,Travaux de restauration paysagère avec opération de démolition sur le site Natura 2000 du Marais du Curnic à Guissény (Finistère),,76723.07,17851050,Agence
,"Restauration de la continuité écologique de l'Elorn à Kerigeant (La Roche-Maurice, Finistère)",,56000,18667744,Agence
,Restauration de l’étage supérieur de la ripisylve berge rive droite de la Brague – Commune d’Opio,,18000,19844765,Agence
,Restauration d'un réseau de mares sur les Mauges,,40200,17428380,Agence
,"Préservation, gestion et restauration de la Montagne de Chaubasse",,39658.5,16785271,Agence
,Renaturation de la Grotte Loubière en faveur des Chiroptères,,256000,17805712,Agence
,Cartographie des végétations de l'extension du site Natura 2000 « Site à chauve-souris Valençay-Lye » pour le montage de projets de restauration,,31000,14565027,Agence
,Gestion et éradication de l’écrevisse Faxonius Rusticus – 1er foyer du continent européen,,39000,16380775,Agence
,"REQUALIFICATION PAYSAGERE ET ENVIRONNEMENTALE DE LA PORTE DE SITE CLASSÉ D'ELS MASOS DE VALMANYA (GSF ""MASSIF DU CANIGÓ - VALMANYA - 66320)",,96021,15141380,Agence
,Travaux de restauration d'habitats naturels en aires protégées - Zone Seine-Normandie,,222264,17880114,Agence
,Aménagement du chemin des Lapins,,69993,19603997,Agence
,Plantation d'une haie à Lormais,,12960,14452006,Agence
,MISE EN DEFENSE DU SITE GOULET-LA MINE,,36963,19967852,Agence
,Aménagement hydraulique du casier du Grand Garçon en adaptation aux événements de submersion,,76660,19778522,Agence
,acquisition d'un matériel de lutte contre les espèces aquatiques envahissantes,,246904,16843528,Agence
,Action d’urgence : éradication et confinement du Xénope lisse sur Toulouse (31),,421364,20233303,Agence
,TRAVAUX DE RESTAURATION DES ECOSYSTEMES TERRESTRES ET INGENIERIE DE MISE EN OEUVRE,,86032.72,18738389,Agence
,Programme de lutte contre les espèces exotiques envahissantes dans les Réserves Naturelles Régionales,,40938,16756592,Agence
,"Action de lutte contre la Jussie, Ludwigia sp., dans la lagune du marais de Bernezac",,3118,18103309,Agence
,"Programme d’investissements en matériels de lutte collective contre les rongeurs aquatiques exotiques envahissants dans le département de la Manche (matériel d’équarrissage, matériel de capture, équipements de protection individuelle)",,47904,18357283,Agence
,"Acquisition des parcelles E748 et E758 à Marchiennes, site départemental du Marais du Vivier - étang des Nonettes",,61702,19338408,Agence
,Restauration d'un réseau de mares bocagères sur le territoire du Segréen,,17320,19106502,Agence
,Préservation et restauration de zones humides des anciens marais de Limagne sur le bassin versant Sioule-Andelot,,9992.89,18097915,Agence
,Opérations contre Myriophyllum heterophyllum sur le Canal de la Meuse pour bascule vers une gestion préventive - 2024,,66000,16405094,Agence
,Protégeons les espèces spécialistes des mares d’altitude : les cortèges de libellules et de plantes aquatiques comme étendards des communautés aquatiques. CIMaE (fin 2024-2028),,15000,17192043,Agence
,Restaurer les habitats humides du Damier de la Succise (Euphydryas aurinia) dans les têtes de bassin versant de l’Orne.,,63219,14506084,Agence
,Achat d'une tondeuse autoportée adaptée aux fauches tardives (gestion différenciée),,39900,16743054,Agence
,Faucardage du lagarosiphon au Lac de la Magdeleine de Gujan-Mestras.,,13264,13843417,Agence
,SAP-03 - De l'arbre à la bruyère : pour la restauration des bocages et des landes emblématiques de l'Allier,,20327.75,16955529,Agence
,Lutte contre une espèce d'écrevisse exotique envahissante sur la rivière Durzon,,10051,14088420,Agence
,Acquisition de zones humides sur la future RNN Seine Champenoise et mise en place d'une gestion conservatrice,,6357,17165349,Agence
,Création de 10 passages petites faunes semi-aquatiques dans les ouvrages d'art sur le réseau routier,,54552.26,17590187,Agence
,Restauration d’une parcelle de corridor de biodiversité dans le site El Comunal à Saint-Hippolyte (Pyrénées-Orientales) Site Natura 2000 Complexe lagunaire de Salses-Leucate,,20000,17629786,Agence
,TRAVAUX DE LUTTE CONTRE LA RENOUEE DU JAPON,,22000,13645379,Agence
,Rétablir les continuités écologiques et faire du plateau de Saclay un laboratoire de la transiton écologique,,669126,19847915,Agence
,LA SOBRIETE LUMINEUSE dans les corridors écologiques : quand les privés s'en mêlent,,52020,13447041,Agence
,Gestion et lutte de l'Espèces Exotique Envahissante Cortaderia,,22739,19852303,Agence
,Pratiques de gestion favorables aux pollinisateurs sauvages et à la biodiversité au sein des dépendances routières,,178842,17467385,Agence
,Haies'dons l'eau,,56508.46,13343455,Agence
,Ingénierie de maîtrise foncière dans le val d’Allier alluvial,,9675,16684523,Agence
,"Création d'un crapauduc à l'étang des Bruyères à Gambais (78), curage de l'étang et restauration d'une berge.",,240846,18985236,Agence
,"Créer, restaurer et préserver des coeurs de nature dans les Hauts de France",,179774,16640892,Agence
,Le Circuit des Tourbières - Propriétés départementales des Marais de Sacy,,190545,16986081,Agence
,Restauration de la trame verte du cours d'eau du Chaumard entre les communes de Rouillon et du Mans,,283072.82,16447900,Agence
,Travaux de réhabilitation du site des anciennes lagunes d'assainissement de PLEGUIEN Restauration des milieux aquatiques,,78518.79,18763243,Agence
,Travaux de restauration de 4 sites gérés par le CEN Nouvelle-Aquitaine (2025),,87215.29,19741150,Agence
,Amélioration de l'accueil des pollinisateurs en Pays Beaume Drobie,,17000,16383095,Agence
,Protection du Marais de la Vergne et aménagement de l'ouvrage hydraulique du Passage,,172688,11529080,Agence
,A la découverte de la biodiversité,,16964.68,16351523,Agence
,Définition et réalisation de la zone d'accueil cardinale Sud Agay/Gratadis/Belle Barbe/Anthéor et du pôle multimodale,,402900,17050295,Agence
,Organisation et déploiement du plan de lutte contre le frelon à pattes jaunes (asiatique) en Bretagne - Projet SAFRAN,,229280,20471193,Agence
,Lutte contre la gymnocoronis - campagne 2024,,20160,17306694,Agence
,Lutte contre les espèces exotiques envahissantes en Dombes,,58065,18194695,Agence
,Restauration de la Devèze du Puech de l’Oule,,74904,16341587,Agence
,Programme de restauration des arbres têtards et plan d'actions post-ABC,,78378,14285168,Agence
,Acquisitions d'espaces naturels en région Hauts-de-France,,257499,17190833,Agence
,Restauration des prairies tourbeuses du Pays de Bray,,58931,17909730,Agence
,Opération d'enlèvement de la barge Portree,,307000,14531010,Agence
,"Action ""coup de poing EVEE"" - Cap Taillat - Ramatuelle (83)",,220000,19811547,Agence
,Rétablissement de la continuité écologique sur stations hydrométriques,,44640,18626739,Agence
,Caractérisation et restauration de la trame noire régionale,,80000,18958599,Agence
,Restauration de la passerelle de transhumance du troupeau du Grand Marais,,26583,16827129,Agence
,Renaturation de ruisseaux à Ecrevisse à pattes blanches (Austropotamobius pallipes) et d’un réseau de zones humides associées sur le bassin versant Justale/Rieumajou (31),,127725,12180636,Agence
,Travaux restauration du fonctionnement hydraulique étang de Vendres et renaturation ancien Auto cross,,24159,17320467,Agence
,Restauration de la continuité piscicole et sédimentaire-Ruisseau de Locquirec: Ouvrages 2024 et Travaux préparatoires_Ouvrage_D64,,12223.08,18692132,Agence
,Restauration des zones humides rétro - littorales de l'Horn Aval,,9753.6,18847704,Agence
,Expérimentation de la lutte contre deux Espèces exotiques envahissantes sur le territoire du Doubs Horloger,,11837,15315130,Agence
,Inventaires écologiques des espaces incendiés de Gironde,,606516,13758054,Agence
,CART'OC : Accompagner des territoires autour des enjeux biodiversité et érosion avec un outil cartographique opérationnel,,156755,14325893,Agence
,Réhabilitation du site des anciennes lagunes d’assainissement de Châtelaudren-Plouagat/Roscognard Etude pour la Restauration des milieux aquatiques,,14361,18732223,Agence
,Conduite de plans de gestion sur un réseau de sites maîtrisés par le CEN NA dans les Landes (2025),,14083,19726839,Agence
,Restauration et valorisation des haies bocagères sur le territoire de l'Intercom Bernay Terres de Normandie,,13127,18037948,Agence
,Déploiement du plan d'action quinquennal des CEN de BFC _ partie Bourgogne,,509569,16901466,Agence
,REPIC 2024 : REstaurer la Posidonie Impactée par l'anCrage,,281794,16402067,Agence
,Valorisation de la Biodiversité au sein des ZI du terrtitoire,,18415,18267177,Agence
,Projet d'éco-interprétation du site de l'étang du Couvent,,7690.95,16579587,Agence
,Suivi annuel des habitats sédimentaires intertidaux sur cinq Réserves Naturelles Nationales : évaluer le potentiel de restauration d’habitats naturels et orienter la gestion.,,27651,19203236,Agence
,Etude préalable aux travaux d’élimination de la seule station connue de Faux indigo dans le département du Puy de Dôme – Site des anciennes sablières de Courty- DORAT (63),,12593.94,19360471,Agence
,Résorption d'une décharge dans la Réserve naturelle nationale du val d'Allier,,223502.69,19594836,Agence
,Restauration de sentiers et préservation du patrimoine local,,191517,18580098,Agence
,Travaux de restauration de parcelles communautaires sur les sites Natura 2000 des Puys du Chinonais,,21584.8,18047833,Agence
,Acquisition des prairies de l'ancien moulin de Foligny à Champeaux sur Sarthe et Étude,,40278.98,16508312,Agence
,Appui à la création d'APPB sur sites CEN (2024),,22113.1,14646928,Agence
,Programme d'éradication de la fourmi électrique Wasmannia auropunctata,,194552,17920484,Agence
,Travaux de restauration,,24007,20689303,Agence
,réhabilitation et mise aux normes d'une ancienne décharge,,21000,18779816,Agence
,Restauration des corridors écologiques d’Annemasse-Agglo en ZAE : Altéa & Borly,,60940,19238123,Agence
,Etude du bassin versant du Quinic et de la problématique de ruissellement/inondation,,8973,18942315,Agence
,Travaux de restauration écologique du Lathan et de ses zones d'expansion des crues - Secteur de Berteau à Chants d'Oiseaux - MA_LAT_2024_EXCEP_1_2_1,,336700,18851052,Agence
,Mise en oeuvre d'un programme de lutte contre les plantes exotiques envahsissantes dans le Parc naturel régional du Haut-Languedoc,,88014,19998604,Agence
,Opération annuelle de régulation des espèces envahissantes,,122114,14912933,Agence
,"Chantiers de lutte contre l’Herbe de la pampa (Cortaderia selloana) en Pays Basque et dans les Landes, dans le cadre du projet LIFE CoopCortaderia",,135534,13234313,Agence
,E.P.I.C.E.A. : EVALUATION DES POTENTIALITES D’ACCUEIL ET DE L’INTERET DES CLAIRIERES ET LISIERES POUR L’ECOLOGIE DES ABEILLES SAUVAGES,,32750,16570689,Agence
,Travaux de restauration d'habitats naturels en aires protégées - seconde phase,,412291.58,20274096,Agence
,Soutien de la population de lamproies marines du bassin Garonne-Dordogne par la mise en place d'un transfert de géniteurs sur la Dordogne et le Ciron,,689532,13978885,Agence
,Réduction de pressions sur la biodiversité par désengrillagement d'une parcelle de la Forêt du Bourgailh,,2800,13983374,Agence
,Restauration écologique de la plantation d’épicéas de l’Espace Naturel Sensible de la vallée du Fossat,,55312.8,17972344,Agence
,Création et restauration de mares à vocation environnementale le long des Canaux de Bretagne,,31490.4,18775065,Agence
,Etangs et mares de Bresse Restauration de milieux et amélioration de la trame turquoise en faveur des odonates entre les sites,,22800,15136316,Agence
,Plan de gestion de l'étang de la Marette,,6820,16639435,Agence
,Débroussaillage et élimination des espèces exotiques envahissantes (Herbe de la pampa),,54355,11519613,Agence
,LUTTE CONTRE LES RONGEURS AQUATIQUES ENVAHISSANTS SUR LE BASSIN VERSANT DU BRIVET DANS LE CADRE DU CONTRAT TERRITORIAL EAU BRIERE-BRIVET,,66000,15477664,Agence
,Préservation des milieux prairiaux du Val d’Allier et valorisation des services environnementaux,,3003.73,16688426,Agence
,Programme de restauration de la zone humide Marais poitevin / Programme Contrat territorial Eau Lay 2024-119,,70905.86,18390203,Agence
,résorption de discontinuités sur les trames vertes,,43120,11609773,Agence
,Acquisitions d'espaces naturels en région Hauts-de-France,,545376,18896310,Agence
,Projet local et exemplaire de restauration écologique du lit majeure de la Charente,,159986,13758338,Agence
,Programme de restauration de la zone humide Marais Contrat Territorial Aunis-Océan PG 2024-118,,25500,18387647,Agence
,Restauration de mares pour la préservation des populations d'Amphibiens,,12447.6,17439401,Agence
,"LUTTE CONTRE LES ESPECES VEGETALES ENVAHISSANTES SUR LES BASSINS VERSNATS DE LA CHERE , DU DON ET DE L'ISAC",,38794,17235790,Agence
,Réhabilitation et stabilisation de l'ancienne décharge en bord de Cance sur Annonay,,1245640,18215201,Agence
,Gestion des Espèces Exotiques Envahissantes sur le site Natura 2000 des Orpellières,,12000,16557309,Agence
,Mise en oeuvre du Contrat de progrès territorial Aubrac pour la préservation des zones humides,,91364,19816287,Agence
,Renaturation de cours d'eau,,37450,18889346,Agence
,"Identification, priorisation et étude de dureté foncière pour la resturation des milieux humides dégradés",,54997.5,18482593,Agence
,Lutte contre des plantes exotiques envahissantes aquatiques dans la halte nautique de Cazaux,,140412,19184962,Agence
,PR²ADO : Programme Ripisylve RAgondins Doubs Ognon,,434966,16797504,Agence
,Réalisation de travaux de restauration de milieux naturels et investissements matériels sur aires protégées par le CEN Lorraine,,171064,17071090,Agence
,RESTECO - Estuaire de la Loire,,84400,14929638,Agence
,Gestion écologique du Vallon de l'Audoulou,,64000,19781643,Agence
,"Binic-Étables sur Mer, ville arborée",,34636.31,19163534,Agence
,Travaux de restauration morphologique et de la continuité écologique des Milieux Aquatiques,,60644.53,18457993,Agence
,création d'une haie le long d'un chemin de randonnée,,16600,16348070,Agence
,Temps d'ingenierie préalable à des opérations de maîtrise du Foncier ( Temps de travail et sous-traitance),,45542,17590612,Agence
,Développement des filières Végétal local 2024-2027,,110880,18098613,Agence
,Programme de restauration du saumon atlantique sur le bassin de la Garonne en Occitanie 2024-2025,,296426,17608914,Agence
,Etude préalable à la restauration de berges anthropisées de la Veyre aval (63),,12933.96,18166939,Agence
,"Projet REACTIVE : REnforcement de nos ACTIons en faveur d’un VErdissement de la commune à travers la trame verte et bleue, une envie de vert",,17948,18541399,Agence
,Forêt de Maubuisson,,356885,12177301,Agence
,Programme de restauration écologique d'aires protégées,,18211,14525689,Agence
,Restauration du parcours pédagogique et des milieux naturels de Merlieux-et-Fouquerolles,,109993,16891308,Agence
,"RENOUVELLEMENT DE LA TRAME ARBOREE – CTEAU Marais mouillé Sèvre, Mignon 2024-263",,67997.21,19654995,Agence
,Restauration de végétations ouvertes et amphibies du Marais de Fenain,,14190,17981979,Agence
,Pratiques de gestion favorables aux pollinisateurs sauvages et à la biodiversité au sein des dépendances routières,,202707,16536653,Agence
,Restauration d'anciennes gravières du Val d'Allier,,11143,14830527,Agence
,Lutte contre la Jussie sur la Saône en Val de Saône – Année 2024,,88416,18328078,Agence
,Programme de restauration de la zone humide Marais poitevin / Programme Contrat territorial « eau » 2024 Autises 2024-115,,12000,18462904,Agence
,"Restauration de la dune du Vieux Port à Hoedic, suite aux dégats de la tempète Celine.",,30237.2,16443816,Agence
,Aménagement de banquettes servant de passage à faune sur un ouvrage hydraulique (RD955),,85101,17042746,Agence
,Deuxième tranche de renaturation et dépollution des berges du canal de Lège-Cap-Ferret,,21000,17889341,Agence
,Restauration des continuités écologiques en faveur des population de Lézard ocellé,,326384,19402061,Agence
,Lutte coordonnée contre les espèces exotiques envahissantes végétales,,73997,17372666,Agence
,Créer une dynamique territoriale en Flandre pour favoriser le développement de la biodiversité.,,24999,16968972,Agence
,Programme de surveillance de la Grenouille taureau en Sologne,,23074,17994712,Agence
,Plan local d'action en faveur du Damier de la Succise en Forêt domaniale de l'Abbé-Val-Joly,,160000,11741925,Agence
,Effacement seuil friche Guyader à QUINTIN (22800),,16176,18604392,Agence
,MISSION DE MAÎTRISE D'ŒUVRE RELATIVE À LA RÉHABILITATION DE LA VALLÉE DE KERHOUEL À LANVOLLON,,272262.98,19297023,Agence
,Gestion des espaces naturels remarquables du Pays du Vuache - Programme d’actions 2024 – 2026,,45756,15306793,Agence
,"Grand Poitiers Communauté urbaine, un territoire engagé pour la nature",,204000,14772992,Agence
,lutte contre la prolifération de la jussie sur le bassin versant du Brivet dans le cadre du contrat territorial eau Brière-Brivet,,14500,15472229,Agence
,Suppression du seuil de la Plaisance (Locmalo) dans le Scorff,,20372,18669568,Agence
,Restaurer les continuités écologiques et la biodiversité,,132576,18257439,Agence
,Préservation en faveur des espèces remarquables de l’étang de Pantano,,7537,11591700,Agence
,Projet FLoRE - Flore Locale pour la Restauration Écologique,,54372,14649051,Agence
,MISE EN DEFENS DU SITE LES COUSSOULES,,35923,19979033,Agence
,Opération de régulation des espèces aquatiques envahissantes prévues au plan de gestion de la RNN du Marais d'Orx,,120000,14838919,Agence
,Restauration des écosystèmes terrestres et marins dégradés : Opérations de restauration et valorisation,,202759,17315586,Agence
,PRIME - Restauration d’herbier de posidonie - Ecomusée Cannes,,33534,17299165,Agence
,Aires protégées en Caps et Marais d'Opale,,602227,16421585,Agence
,Gestion du site du Grand Pré et Sentinelles Bieauclimatiques (Volet2),,18057.8,17057458,Agence
,Restauration d’une zone humide et sensibilisation pour le grand public et les touristiques,,20750,19387220,Agence
,Lutte contre le frelon asiatique en Haute-Savoie,,103204,18730714,Agence
,921LFER 921LNEG - Avant projet de restauration des lônes de la Ferrande et de la Négria,,178258,17096800,Agence
,Connaître et protéger les pollinisateurs en nord Vienne,,38744.24,17910450,Agence
,Acquisition d'un engin spécifique et adapté à la gestion des EEV et de la ripisylve,,92500,13891978,Agence
,Aides à l’acquisition foncière sur le Marais Noir de St-Coulban,,350000,19101514,Agence
,Lutte contre la prolifération de la berce du Caucase sur le bassin versant du Sègre – Tranche 2024,,20000,16984152,Agence
,Projet de trame verte sur le territoire de la Douze et du Midour et sur le département des Landes,,249198,18780184,Agence
,Travaux de restauration des habitats naturels et d'espèces sur des sites du Conservatoire du Littoral - mise en oeuvre des plans de gestion,,135000,19957413,Agence
,Programme d'amélioration de la continuité écologique en Forêt de Chaux (39),,25000,19191154,Agence
,Programme de restauration de la zone humide Marais poitevin / Programme Contrat territorial « eau » 2024 Vendée Longèves 2024-116,,30250,18356967,Agence
,Lutte contre les espèces exotiques envahissantes dans le cadre d’aménagement du parc Auguste Badin,,58931,15083228,Agence
,"Opération expérimentale de lutte contre les espèces exotiques envahissantes : projet d'arrachage de la griffe de sorcière sur les Criques de Porteils, Site Classé",,21000,12817642,Agence
,TRAMES : Sauvegarde et Restauration Ecologique de Milieux Terrestres en Aubrac,,185903,15106441,Agence
,Restauration de mares et maintien des continuités écologiques sur la tourbière de Sagne-Redonde,,49657.3,19208561,Agence
,Travaux de restauration des milieux aquatiques_BV Ascoët_Année 2024,,52041.22,18417366,Agence
,Animations et prospectives foncières pour le renforcement d'aires protégées,,189410.2,17222988,Agence
,Intégration des enjeux TVB à un pont routier à DOUE.,,63000,19203534,Agence
,Amélioration des connaissances sur la répartition de la Loutre et mise en place d’une gestion conservatoire sur la Sauldre,,15488.88,19452962,Agence
,Etude préalable à la préservation d'un réseau de tourbières sur le bassin versant du Thouet et de la Dive,,13200,19035529,Agence
,Etude hydro-morphologique du bassin versant du Gouédic,,71932.8,18669322,Agence
,Réalisation d'un atlas de la biodiversité communale pour la commune de Monteynard,COMMUNE DE MONTEYNARD,32000,16781671,OFB
,Réalisation d'un Atlas de la Biodiversité Communale (ABC),COMMUNE D ALBA LA ROMAINE,60000,16846355,OFB
,Atlas de la Biodiversité communale de RANCHAL,COMMUNE DE RANCHAL,26088,16827476,OFB
,Atlas de la biodiversité communale,COMMUNE DE SALAISE SUR SANNE,66491.84,19876970,OFB
,Atlas de la Biodiversité Communale du Chambon-sur-Lignon,COMMUNE DE CHAMBON-SUR-LIGNON,23000,19885473,OFB
,Atlas de la Biodiversité Communale de Chenereilles,COMMUNE DE CHENEREILLES,19900,20203158,OFB
,Créer un atlas de la biodiversité,COMMUNE DE NAUCELLES,34288,17803732,OFB
,Atlas de la Biodiversité transCommunale du Meygal - sucs volcaniques,COMMUNE DE SAINT JULIEN CHAPTEUIL,59215.32,19361814,OFB
,Atlas de la Biodiversité Communale de Saint-Germain-Laval,COMMUNE DE SAINT GERMAIN LAVAL,31402.8,16829560,OFB
,Atlas de la biodiversité communal de Combloux,COMMUNE DE COMBLOUX,44334,18248970,OFB
,Atlas de la Biodiversité Communal d'Aouste-sur-Sye,COMMUNE D AOUSTE-SUR-SYE,38530,16781087,OFB
,Etablir un atlas de la biodiversité communale,COMMUNE DE MONTBRISON,33396,19499112,OFB
,Atlas de la biodiversité communautaire de la Communauté de Communes de Forez-Est – Lot 1.,CC DE FOREZ-EST,199940,19498438,OFB
,"Atlas de la biodiversité communale des îles, lônes et coteaux du Rhône",S.M. DU RHONE DES ILES ET DES LOSNES,195000,17458543,OFB
,Atlas de la Biodiversité d'Is-sur-Tille,COMMUNE D IS SUR TILLE,49209.39,17907903,OFB
,Atlas de la biodiversité intercommunal de la Communauté de l’Auxerrois,COMMUNAUTE D'AGGLOMERATION DE L'AUXERROIS,194453.66,16635377,OFB
,réalisation de 7 atlas de la biodiversité communale,"CC ARBOIS, POLIGNY, SALINS, COEUR DU JURA",213206.16,19934885,OFB
,Atlas de la Biodiversité Intrecommunale du Grand Site de Vézelay,PNR DU MORVAN,223371,17785317,OFB
,Atlas de biodiversité intercommunal de 51 communes du PNR du Doubs Horloger,PNR DU DOUBS HORLOGER,250000,19818823,OFB
,ATLAS DE LA BIODIVERSITE COMMUNALE,COMMUNE DE QUESTEMBERT,108401,16833373,OFB
,Réalisation d'un Atlas de la biodiversité communal - Rosporden,COMMUNE DE ROSPORDEN,77228.94,16847989,OFB
,Réalisation d'un Atlas de la Biodiversité Communale,COMMUNE DE KERVIGNAC,64000,16783116,OFB
,ATLAS DE LA BIODIVERSITÉ COMMUNALE de la Ville de LANDERNEAU,COMMUNE DE LANDERNEAU,52000,17863740,OFB
,ABC biodiversité sur Brandivy,COMMUNE DE BRANDIVY,29536,19044299,OFB
,MOBILISATION POUR LA BIODIVERSITE : ATLAS,COMMUNE DE BAINS SUR OUST,56000,19083519,OFB
,Atlas de la biodiversité intercommunale (ABI) de Pontivy Communauté,PONTIVY COMMUNAUTE,250000,16836743,OFB
,Atlas de la Biodiversité Communale de Lucé,COMMUNE DE LUCE,21208,19167058,OFB
,Atlas de la Biodiversité Communale,COMMUNE D'ARTANNES SUR INDRE,31872,19736841,OFB
,Atlas de la biodiversité communale de la Commune de Saint-Florent-sur-Cher,COMMUNE DE SAINT FLORENT SUR CHER,20956,19051509,OFB
,Atlas de la biodiversité communale de Montlouis-sur-Loire,COMMUNE DE MONTLOUIS SUR LOIRE,6159,19507643,OFB
,Atlas de la biodiversité intercommunal de la communauté de communes Cœur de France,COMMUNAUTE DE COMMUNES COEUR DE FRANCE,98416,19812894,OFB
,Poursuite du projet de l'ABC sur la Communauté de Communes Écueillé-Valençay (2ème étape),COMMUNAUTE DE COMMUNES ECUEILLE-VALENCAY,111188,19848031,OFB
,L'atlas de la biodiversité communautaire de la communauté de communes Val de l'Indre Brenne,SM DU PAYS CASTELROUSSIN VAL DE L INDRE,244464,16585961,OFB
,Atlas de la biodiversité communale de LINGUIZZETTA,COMMUNE DE LINGUIZZETTA,47280,16522743,OFB
